soil_pH,soil_N,soil_P,rainfall_mm,temp_avg,fertilizer_kg_per_ha,irrigation_mm,pesticide_ml,input_cost_total,environmental_score,yield_kg_per_ha,date,month,day_of_year,crop_type
4.67,178.132801,55.0200036,476.7881976,24.1663078,12.18110865,323.7598978,1306.195759,149.2142794,130.5605497,3142.168907,2025-05-19,5,139,Maize
6.55,139.6841104,5.239979831,370.8265162,28.04792061,,332.8826201,97.67433976,114.5378356,132.0230316,3372.466517,2023-10-13,10,286,Barley
8.06,100.7648521,25.64314494,346.3346009,23.27785842,183.0196909,357.3480445,242.2433807,235.6524686,241.240566,3525.472127,2023-10-21,10,294,Rice
5.66,166.8499625,12.73913404,646.3817728,23.27839134,194.0148913,488.2448306,216.1000107,259.486415,284.492385,3725.542168,2025-07-09,7,190,Wheat
4.71,173.1047112,32.1816846,751.1709187,26.578784,124.7010622,312.5457763,664.559965,164.7332843,181.8755696,3927.71834,2024-07-08,7,190,Barley
7.44,138.2125996,22.53767501,223.5734827,29.56067026,129.6595055,229.8073759,206.2310583,172.6605454,167.3610219,3007.407762,2023-08-02,8,214,Rice
7.08,194.274817,9.34330392,481.4103401,34.04214908,7.680175465,433.4107428,198.5704729,150.0933782,154.4883754,3460.679964,2023-04-20,4,110,Rice
6.31,,6.604337,204.8670875,22.06690261,106.9598933,202.5005493,28.51696105,102.5351448,127.7777968,2987.84826,2023-03-12,3,71,Rice
7.58,164.4757958,17.92353727,613.9541638,24.8470739,3.393825863,268.3037546,63.30200751,74.34826611,88.85762266,3487.927979,2024-04-02,4,93,Barley
6.88,136.2459463,24.72181538,247.9153168,22.17365079,101.2089385,35.86767187,4.091953751,59.00558974,71.89486003,3180.323427,2025-06-17,6,168,Maize
7.95,59.01316402,17.43159488,672.6635177,27.2001109,129.4684269,38.93949455,2.506411252,73.27403572,89.61354561,3880.069617,2024-09-09,9,253,Rice
5.59,75.31219369,57.65964105,,30.26082934,16.28944258,417.6220301,164.2848302,140.9545764,151.4887576,3143.618809,2024-12-30,12,365,Maize
6.51,138.5213302,24.67890459,516.5241333,20.04054434,179.8497837,243.687404,65.71775192,158.3776982,187.5878666,4048.141203,2024-02-21,2,52,Barley
4.87,176.2888305,29.97008917,78.2455788,31.09463607,,470.3450939,179.134986,200.4189159,222.1483083,3415.269137,2023-05-12,5,132,Rice
4.59,112.6671237,48.3941838,331.405684,36.78293216,68.41388693,413.8051307,120.8356602,153.2186677,177.2734374,2835.712104,2023-06-30,6,181,Barley
5.95,106.5055839,15.30765693,415.0143169,25.30111978,136.6228571,318.7012406,200.7160546,192.2664931,197.6556919,3176.892486,2023-09-20,9,263,Barley
8.07,,9.590524674,223.8633823,14.86562917,151.5553121,132.5236437,207.77184,164.6139368,151.4674644,2982.154419,2023-12-03,12,337,Wheat
8.45,71.7030185,23.16182857,673.2184016,28.93774449,2.400605455,119.4225802,54.87687779,41.5478821,42.75482511,3036.362103,2025-07-17,7,198,Maize
5.11,152.7515047,54.93443366,706.8210101,13.41071275,20.0309995,55.27158315,36.91563708,32.1445075,32.29163835,3606.454963,2024-12-28,12,363,Barley
5.11,173.2564924,21.24158127,356.7250293,26.18777644,156.2924178,378.3946115,83.22802044,178.7935373,215.6166361,3728.265499,2024-12-27,12,362,Wheat
6.26,118.1048454,36.98922611,228.7354616,18.69578084,84.53732393,38.8562092,188.1775202,106.4931599,81.19700914,3084.54367,2023-01-03,1,3,Wheat
6.14,162.2054785,53.96182514,475.82365,20.15556069,191.5942133,65.8547676,155.2889485,155.5547447,150.2418531,4101.123439,2024-10-14,10,288,Rice
7.41,25.26451095,46.18544853,254.6681773,23.31489901,45.15791043,418.0394504,174.290576,158.4740181,169.935639,2451.585675,2023-03-11,3,70,Wheat
5.93,107.0382164,31.81952953,158.4477178,28.23732248,15.05574333,43.05805525,14.00544597,20.34111651,23.35140717,2785.940242,2023-03-16,3,75,Maize
7.68,199.4054337,17.55294499,264.6523697,36.87758822,,44.85045951,127.3717822,56.94263036,37.90552064,2981.125708,2025-06-28,6,179,Barley
7.66,160.7650558,28.80010248,617.8374834,29.46086294,125.1299826,342.8563844,95.87682788,159.8993165,187.5225877,3483.531201,2024-07-25,7,207,Barley
7.49,158.4748809,15.77081963,729.9336803,12.71180462,166.4782083,285.0936079,220.7860682,206.4936462,207.4936142,4236.733175,2024-07-10,7,192,Barley
7.06,171.3568843,16.5052006,678.8705266,24.67134722,47.00625976,27.37249113,155.4654947,75.61727651,51.96205267,4040.256066,2024-05-08,5,129,Wheat
6.49,142.0429075,44.06335392,459.1142368,13.88837795,116.3443055,54.20018636,232.4018812,138.7327544,109.3068273,3809.770446,2025-09-26,9,269,Barley
5.42,143.9993544,23.23605845,551.699101,16.08175322,40.85129359,383.6166971,16.2142882,102.0132727,141.2172141,3410.682132,2025-07-11,7,192,Barley
8.08,39.75251576,43.92467426,350.9703338,21.214672,87.553011,499.6036495,267.5460634,223.9610544,229.1675078,3365.653978,2023-10-23,10,296,Barley
6.47,66.38291993,46.31479263,672.3895468,20.85154692,162.1367141,123.7314906,283.2123835,190.7783702,162.722714,3757.176386,2024-01-24,1,24,Maize
8.26,69.8290035,34.36821099,775.2816626,23.43215299,170.6634373,472.5085471,59.13181165,197.5729716,250.0638077,4057.893531,2025-08-07,8,219,Barley
7.39,98.76856233,14.11623789,446.6236812,18.156383,29.21931311,226.7081153,240.9913721,132.2486912,109.6431597,3120.180123,2024-01-27,1,27,Barley
4.92,157.0018767,8.913705685,204.312203,23.60317295,199.1290353,232.7434862,266.3452921,226.0168025,215.9349963,3774.142958,2024-04-08,4,99,Rice
5.18,127.3285781,36.093164,342.8337049,25.41287884,106.4941816,178.0336496,85.28648673,114.4397667,125.8352525,3330.38129,2025-04-25,4,115,Barley
7.76,81.42460897,57.5825929,71.01820373,12.12928716,98.40034589,4.984617367,38.93488972,61.87756333,64.42908171,2786.507418,2025-02-05,2,36,Maize
6,120.736763,30.98713453,648.4818137,16.17661871,35.83278366,381.0937556,42.14970294,106.7800538,140.0427672,3866.79888,2024-12-23,12,358,Wheat
6.67,66.76637757,13.08294903,337.8382422,12.77915693,195.9910895,37.03745361,222.4913456,172.1504391,150.9550243,3331.534887,2023-09-16,9,259,Barley
5.36,38.82221126,7.019674938,251.8737958,15.02891044,121.179363,41.62882903,146.2403506,112.7875525,99.82030159,3169.486671,2025-07-05,7,186,Wheat
5.14,199.48241,55.09235889,477.3827285,21.14053828,36.13150826,25.6121482,238.3988677,94.70784409,53.20243619,3702.640606,2025-05-02,5,122,Barley
6.71,100.7499136,17.33614158,726.0230469,15.32458724,103.454434,145.9335885,0.7042421602,81.12520733,105.9231611,3758.654638,2023-02-19,2,50,Wheat
5.12,117.602697,31.19846533,343.4280131,24.85590141,51.66008583,217.3390742,163.0786725,118.2214595,112.505641,2947.482394,2024-01-08,1,8,Maize
4.52,27.57677413,16.26847008,269.0351759,31.88483655,97.0035975,84.42964468,186.9517274,121.4732459,102.2262246,2903.018221,2025-04-26,4,116,Barley
5.47,147.470976,41.57416969,752.5049938,26.01222993,55.11335526,72.81432335,181.521376,96.57595511,73.06444777,3453.682842,2024-07-20,7,202,Wheat
5.23,49.66666683,46.73269396,523.0760476,14.97013563,46.60379288,89.82560898,103.7485711,72.39158956,65.28481553,3195.084581,2024-11-06,11,311,Rice
4.98,189.6917193,47.6586518,,26.68302518,7.292210165,209.466489,27.28063497,53.72359337,69.94333629,2893.983724,2024-08-06,8,219,Barley
5.89,27.55122022,45.08737932,376.6851846,25.82493328,127.4604313,98.62133308,283.2284358,168.423013,134.3855023,3265.475168,2024-09-11,9,255,Maize
7.13,98.95077545,38.69154076,685.4869597,20.28282136,57.50223988,18.76432877,148.8885377,77.17054699,55.01949632,3516.82389,2023-12-08,12,342,Barley
6.29,62.23557473,41.65119775,,31.04773505,11.40047751,168.9993905,13.15405575,43.44633358,58.85550924,2798.546681,2023-07-05,7,186,Rice
7.55,90.47462567,28.24460584,519.76521,27.19647317,57.08081369,307.6739203,34.12858764,100.3137672,129.9635231,3567.887761,2024-12-09,12,344,Wheat
7.01,115.9324016,18.57531281,312.1837704,21.72347308,,123.9062215,270.5748324,188.079636,162.7804801,3756.033251,2023-12-22,12,356,Maize
7.91,128.2901276,11.10489543,,12.40275698,77.01161114,260.9154377,122.6781707,127.4923443,136.7494151,2631.983527,2024-08-12,8,225,Barley
8.12,132.2946784,49.19155088,743.9345,14.76250586,167.2757155,193.2312822,246.1924681,196.1418546,182.9540607,4101.942554,2023-07-10,7,191,Wheat
6.91,93.78288015,23.99380737,,16.08128777,189.4305872,199.8597755,94.47996824,163.0312392,183.0642818,3867.759088,2023-07-01,7,182,Barley
6.58,135.6617359,45.09395839,698.5246586,19.13964859,61.78354457,270.3828157,200.8045052,145.209687,138.265422,3656.86087,2023-09-02,9,245,Rice
8.22,43.85444109,23.55400507,524.1751909,27.51010593,28.84800422,347.065827,28.09723578,92.26633824,124.2382742,2816.659504,2023-03-02,3,61,Rice
5.01,97.07593069,18.30624242,138.2014195,33.43417718,185.7111066,95.53106967,156.5586886,158.9293738,155.7418537,3507.977458,2023-04-03,4,93,Wheat
4.98,138.5993846,27.09783404,504.0472697,30.9717683,190.9332714,173.6442372,77.12882682,153.3341312,174.3661167,3960.420293,2025-05-17,5,137,Wheat
5.52,131.5258319,5.965379985,247.1312295,28.40506638,131.3125405,330.7331027,161.2137571,180.1670179,194.1288308,3415.017722,2023-03-03,3,62,Barley
7.71,78.53421156,37.02093106,665.4300408,31.15747351,102.2187643,314.25195,97.6254842,143.2474174,165.369392,3523.186914,2023-05-30,5,150,Wheat
7.39,86.33474187,37.62718636,363.9423596,26.31546302,,421.5724325,142.0304801,127.658935,141.5571431,2792.705478,2025-06-26,6,177,Wheat
5.04,129.976578,33.74171296,391.5482925,25.26054407,22.50062611,183.1431931,56.58967393,64.85585385,74.10230099,2784.840541,2024-08-01,8,214,Rice
6.35,56.16806396,9.910923849,50.45737353,26.63233698,87.60881518,403.9157259,266.9062238,204.6594199,200.4306293,2651.411407,2024-05-16,5,137,Rice
4.88,173.7893168,43.08710547,385.2445188,13.02300411,86.36141902,467.7615114,29.84886785,145.6876721,195.1301916,3469.889035,2024-07-09,7,191,Rice
7.28,26.91674281,7.748846576,329.6631492,13.3637324,130.4562226,177.5076331,136.6505086,141.7247905,145.1910743,3009.390956,2024-11-18,11,323,Barley
4.68,106.3776117,40.80354069,102.9085297,29.79826753,111.6342368,423.3925009,269.8837468,221.4607426,220.986667,3161.184757,2023-02-13,2,44,Barley
7.69,161.6426095,35.06174281,661.0629485,18.74661218,5.624301256,214.9156288,100.2646012,75.87465673,77.8757295,3501.652331,2025-07-21,7,202,Barley
7.84,101.4172912,59.60492614,202.3671797,31.41880499,101.7918081,138.7614025,19.92160604,84.62466634,104.6956662,3299.083279,2023-01-03,1,3,Wheat
8.5,129.860081,50.56581147,758.805238,15.97289154,26.6832671,450.8156147,35.78150161,114.239207,154.8327948,3493.241107,2024-07-09,7,191,Wheat
5.06,111.6959831,8.613217242,93.26592248,30.30003075,39.43659639,168.6795392,28.83775552,62.10553269,77.14959514,2467.601947,2025-02-25,2,56,Wheat
8.09,78.24983945,7.311357134,651.1717398,31.26959895,,325.1275355,33.7827688,146.9279535,187.0376765,3797.348198,2025-03-20,3,79,Barley
5.12,193.3607201,47.5695258,703.2435614,14.76743189,196.8178928,404.4292695,103.1938909,210.2529676,249.7389056,4642.361312,2025-01-26,1,26,Maize
5.11,149.1675978,44.26739479,187.4934511,34.58619601,128.2172207,395.2568038,22.25285868,149.8358287,197.7326594,4011.518237,2025-05-14,5,134,Wheat
4.66,21.14945691,42.18976591,735.1085097,18.29836889,40.70697478,27.96317506,78.72482451,49.56356975,40.68561984,3176.440294,2024-08-23,8,236,Barley
8.32,195.655746,50.30847113,747.371984,28.19350073,10.99326137,40.73694886,20.40306959,19.76494133,20.85734844,3667.187849,2025-08-24,8,236,Wheat
6.23,35.77569442,47.21621957,221.3245804,19.66794282,25.22202834,119.6849182,225.72277,104.2648288,73.61096945,2406.285361,2024-07-05,7,187,Barley
6.98,87.18532249,16.17727001,624.7928689,33.89906239,150.3596327,149.463075,119.1873879,140.8286477,146.9734409,3523.39205,2024-06-02,6,154,Barley
5.59,164.8980199,14.20267172,582.5209792,19.03299745,146.5225398,237.585433,36.56676362,131.7483856,162.8458302,3852.269274,2025-08-15,8,227,Rice
8.35,185.7526126,37.94381795,659.3688764,31.69086227,91.37761435,360.0556668,48.87079634,132.3611794,167.7303483,3970.972379,2024-05-17,5,138,Barley
7.28,108.4870184,28.67350757,194.3764797,21.03478952,109.943451,331.7451726,13.16432651,125.270058,166.806055,3404.965323,2023-03-08,3,67,Barley
6.15,102.7640763,25.44566122,635.8826787,27.04228665,189.1430217,411.872231,134.1818904,217.2005242,250.4656713,3942.893702,2024-07-04,7,186,Rice
8.46,163.5606381,38.10578871,555.4635448,29.66547203,165.2929219,425.7685859,57.12404881,184.9373928,232.6187338,4114.913561,2025-08-24,8,236,Maize
4.82,176.2502042,44.22637858,557.2188008,26.507432,128.0894548,123.1741236,264.8509472,168.1348363,140.2910047,4210.566623,2024-01-11,1,11,Barley
8.24,56.09445081,33.45954935,534.4515529,31.95498778,13.75078128,309.7912964,15.15224125,73.3793223,102.7030818,3226.267762,2023-12-02,12,336,Maize
8.29,51.8869621,21.62832871,504.6562508,31.56441337,39.81868399,269.5968971,212.384348,137.5440258,126.0087143,3239.093614,2023-11-25,11,329,Barley
6.64,153.8314861,51.27961542,401.8418698,19.59958158,93.71139892,186.1535493,209.7938763,147.0245722,133.0522918,3672.564371,2024-03-02,3,62,Barley
5.09,189.7536508,36.74174223,162.8531684,15.58189879,174.7068528,454.721832,246.2207522,252.1640185,265.8627365,3692.928708,2025-09-12,9,255,Barley
5.85,146.4436947,24.90192013,328.4095375,34.68731353,97.04609115,281.3277115,16.07296788,109.6104782,144.2332649,2855.304901,2023-06-25,6,176,Maize
5.63,126.7311533,48.91091873,689.2641799,30.11393488,47.65793411,444.918197,26.76665042,120.8426016,164.7468846,3500.686614,2023-06-29,6,180,Barley
6.59,59.68751763,36.76763512,733.9048681,12.2736483,168.7986944,26.13955163,250.6715115,164.828711,134.1882333,4202.994061,2023-10-09,10,282,Barley
8.25,156.9850225,43.17828154,619.8879799,26.53882049,107.6726204,98.84515156,63.15854653,92.55290448,100.5729724,4034.35958,2023-05-09,5,129,Rice
4.84,147.1656308,23.63733571,612.6701816,23.91359648,5.421330467,155.7561495,191.8159264,91.40667307,69.16123578,3459.194158,2023-11-05,11,309,Maize
5.31,166.5146485,18.56319992,163.9536924,26.84584463,33.36971564,480.7718614,280.1036718,196.8703317,192.263755,2671.336873,2024-11-18,11,323,Barley
7.24,,17.39243115,97.25178268,25.18845924,145.5262275,63.40089956,161.3076386,133.8355853,122.4667703,2706.947692,2023-09-05,9,248,Maize
7.96,117.0490298,59.88014706,507.8183406,15.61570301,58.53101953,420.8077299,77.83475132,136.7774811,169.1444058,3036.169869,2024-08-11,8,224,Wheat
5.54,78.84769094,21.73092958,451.1295404,26.83132217,44.0940962,425.7445908,118.432595,142.7257448,166.0230945,3629.976179,2024-01-30,1,30,Rice
4.95,165.078659,9.270713407,257.9157849,12.27724272,22.47940544,279.5683282,233.8595045,137.3112197,120.7440922,3317.847944,2025-08-01,8,213,Wheat
6.84,152.7380784,58.96290525,97.06392606,31.06805759,132.5719575,151.7519546,65.79612036,116.3752058,131.6483729,3443.017123,2024-03-26,3,86,Rice
6.7,64.47858212,54.91860514,433.8934141,23.61290452,56.5100535,309.0514828,73.79992209,112.2052999,134.0014691,3214.714901,2025-03-23,3,82,Barley
6.81,33.87049024,7.333226401,492.7013517,36.23613437,56.25691271,155.017012,142.6077203,101.9141748,94.52002326,2823.529383,2024-06-13,6,165,Wheat
5.6,30.53916726,19.59293757,730.0980848,18.83698084,82.22545565,405.9838712,109.0543372,155.0258032,182.0358685,3186.761117,2024-08-14,8,227,Barley
5.21,43.55725893,38.05907917,440.1360187,20.97389697,193.3937029,371.3179948,292.7612588,258.7888281,256.7077461,3488.83659,2023-04-01,4,91,Barley
7.97,145.2112664,22.89123237,712.7293713,31.04124893,21.89647321,467.2053973,194.3511116,162.6946495,172.7346143,3615.683103,2025-02-02,2,33,Maize
5.87,87.65989133,32.53319641,165.0838704,26.12743994,53.59945338,440.6487728,30.88384341,124.1946343,167.4426882,3034.668123,2023-02-04,2,35,Wheat
4.68,,11.29682009,823.2866621,19.6190369,193.3116879,121.5622652,105.6926653,152.6760966,163.0249588,4508.691216,2024-07-24,7,206,Maize
8.38,197.7802414,8.44592619,251.3429103,27.83821126,141.3208258,408.9110368,241.7717528,224.9741461,231.6429818,3718.173601,2023-04-30,4,120,Rice
5.51,103.0659436,58.9655891,57.56775854,23.1109914,119.2087191,251.5667774,263.7613013,189.0461054,173.3713948,2877.174914,2025-09-01,9,244,Maize
4.73,197.5934221,20.90846246,635.9837395,18.30727487,88.94255537,218.0352401,140.7532488,130.3043004,132.8514301,3804.5008,2024-03-21,3,81,Maize
5.01,164.1056058,5.302818954,727.6460684,19.92625251,154.8971206,434.0490799,48.21400476,178.7225777,227.9743968,4165.505312,2023-12-16,12,350,Barley
6.77,80.21203197,57.08998669,461.8465547,31.14269665,187.2986663,330.2348607,126.1006168,197.5264903,224.0597196,3408.234969,2023-11-28,11,332,Maize
5.24,23.82849395,9.494894016,234.9933842,16.03056756,103.8625385,468.0815208,146.1247633,189.3850024,217.3544557,2696.180352,2023-11-14,11,318,Wheat
8.14,124.4310265,51.96790818,731.3678334,26.69216601,100.8265684,385.7366724,124.4993275,164.9104169,188.6668755,3861.551033,2024-12-21,12,356,Maize
5.25,33.17526628,26.25972788,668.0403716,27.92487219,54.93317396,108.8498994,170.8447164,100.4899818,82.69934585,3668.260655,2024-03-09,3,69,Barley
5.99,50.55642292,28.67911362,671.6827323,24.91144363,173.5959253,375.0804165,243.0777392,234.7373677,240.9894541,4025.345179,2023-09-23,9,266,Rice
5.49,142.6012137,12.8567658,298.7238239,24.3084156,175.4255124,444.1360983,105.2926872,208.127782,249.0254056,3590.959211,2025-03-12,3,71,Wheat
4.84,161.0825212,7.066409972,791.2661364,38.21652529,106.611058,210.887121,265.4780241,175.1263604,153.7805735,3948.220315,2023-06-27,6,178,Rice
5.05,32.41244294,22.03833226,326.2006207,26.55685676,153.02977,455.7884436,136.5986249,208.6521612,242.2142576,3485.862897,2025-04-13,4,103,Maize
5.97,168.6470151,40.81311717,510.7436182,30.28922655,123.3243956,77.39301742,218.9667353,142.8308219,119.1092161,3576.661786,2025-06-16,6,167,Wheat
6.8,144.5890415,26.89029111,310.7562521,16.39269857,26.06408663,298.0319656,270.9151959,153.9129952,132.1395612,3137.109609,2024-02-20,2,51,Barley
5.61,60.90853291,46.89890053,666.6811039,23.34781888,113.6537233,205.4081978,101.0543104,128.2247943,139.9201243,3665.073494,2023-03-19,3,78,Wheat
4.62,93.98512457,21.47611229,541.484023,25.58133209,147.1840813,26.46796778,152.3692248,124.5964016,111.4877616,3700.990319,2023-08-09,8,221,Barley
5.55,189.3222641,6.385637768,832.970304,20.93452937,190.4520157,218.0234871,46.12479363,152.6681433,184.2907349,4407.348435,2024-07-09,7,191,Maize
6.51,176.0656693,39.98528255,200.4388459,27.68810946,146.6320756,3.678914813,98.79638324,103.6907357,98.96255814,3338.471131,2024-01-03,1,3,Barley
6.67,182.3171586,51.40073152,428.7562941,23.74248541,81.03942852,240.9500836,9.24738561,91.48394665,121.8334207,3230.579246,2024-06-05,6,157,Barley
4.83,142.9846451,23.83463884,87.34359789,26.61740692,25.12869848,275.8439839,34.88210409,78.19777725,101.3186247,2571.843249,2024-03-13,3,73,Wheat
8.01,105.6832633,18.30413118,503.690746,21.94733788,13.45692258,116.144827,113.4074848,63.97967215,54.25835015,2551.630327,2025-06-06,6,157,Barley
5.5,30.86337512,27.60615914,590.9667013,22.32566598,115.9659152,14.64972155,284.6748655,146.3153616,102.4419521,3549.385306,2024-10-07,10,281,Rice
6.61,78.86596908,34.33626458,636.7084825,25.3843806,1.965510514,356.9789739,597.3753523,108.2210712,120.2205055,3445.998884,2024-09-10,9,254,Barley
6.7,193.7213654,54.50457507,483.66834,19.86294259,115.308998,78.45131207,110.3125524,106.4385271,103.7520477,3795.133056,2025-09-19,9,262,Rice
6.14,86.29571549,58.17650249,734.8483509,15.90916001,83.78472496,107.6796414,14.78989872,67.86526038,84.05371728,3880.575073,2023-11-26,11,330,Barley
7.75,76.03538585,42.22517144,,17.3759523,109.08559,277.3102456,25.39462608,117.623232,151.1838903,2867.062236,2023-07-23,7,204,Wheat
7.33,192.1702517,48.5927314,407.4503295,14.47692053,59.88462496,28.54953922,11.34604097,39.05603261,45.63024084,3292.69125,2023-08-21,8,233,Wheat
6,141.0683813,46.90459969,348.145129,24.49314795,26.755629,361.419602,40.2607279,97.73995326,128.5053308,2697.112316,2023-06-01,6,152,Rice
7.08,91.45667307,16.65967301,480.5903984,15.78391585,192.5465168,67.48924304,143.0975746,152.7003794,150.0844404,4057.87625,2024-11-10,11,315,Barley
8.05,191.3261214,57.57553559,637.2298337,13.93931342,48.32025529,383.4244489,92.889543,128.7118803,153.3084421,3919.072486,2025-08-13,8,225,Rice
4.56,69.4650864,9.009600945,,12.98441829,55.82609415,288.4680617,216.1848872,150.4621256,141.6545637,3214.836145,2023-08-08,8,220,Rice
6.84,95.90976684,8.65441144,317.9591351,24.51301579,195.4913126,229.1024026,283.7324151,228.6858614,214.3987499,3675.462426,2024-01-09,1,9,Barley
5.49,109.675229,7.812445979,519.8102314,28.28773559,102.0920263,26.35489493,172.0475292,107.9312509,86.36643716,3676.774423,2023-09-26,9,269,Barley
8.07,56.44650083,8.0048931,388.8144008,15.23389107,124.5908088,26.17358922,297.6276561,156.8184191,112.3693277,3613.746834,2023-11-23,11,327,Wheat
8.4,88.36144043,58.9406639,187.6575095,17.22666036,113.8609969,110.889746,63.85502581,98.26495538,107.9690245,2875.564627,2025-03-22,3,81,Rice
6.6,122.2301415,54.49083401,333.1691699,29.91379889,64.41350704,273.4577569,23.56087284,93.96656675,123.0415186,3174.91925,2024-11-18,11,323,Rice
5.25,40.94595162,45.6228602,,25.42025961,11.24278109,75.99009124,261.29028,99.20649278,55.67172402,2123.459356,2024-01-13,1,13,Maize
7.98,34.79090015,36.07969218,227.0006828,35.38885159,,238.573188,68.97551126,75.41416055,86.87775101,2917.430087,2025-04-30,4,120,Wheat
7.4,147.6308935,56.24645457,204.0779281,28.56877342,86.56798421,191.1816655,12.17571364,85.1730393,110.5128616,3001.626285,2023-11-06,11,310,Barley
7.67,76.9080989,13.80137151,735.0473705,21.96848378,38.45158369,494.1852834,58.87028451,135.7239339,177.2135637,3394.381386,2024-06-17,6,169,Maize
5.78,57.05141781,42.85508297,487.8340626,21.53516124,137.5538413,23.89068234,127.2555167,111.7317121,102.4250611,3584.334145,2024-06-04,6,156,Maize
8.49,55.54468817,18.80507608,593.5321677,14.82398127,147.2070801,224.4256828,148.2035012,162.949727,170.472303,3334.853849,2025-08-31,8,243,Wheat
8.09,194.398014,52.55099852,663.4236032,17.69082771,12.75891125,421.0968654,229.8471305,159.5529679,156.9691194,3621.65982,2024-11-29,11,334,Maize
7.03,131.7647932,35.8242347,428.7197794,26.60498379,185.8806968,468.7405862,52.92357313,202.5655376,257.4429512,3700.3831,2024-07-18,7,200,Wheat
7.31,45.64919772,39.87572173,283.5398771,22.53648045,187.9848746,421.8402648,227.5154315,246.6151197,262.0945473,3322.323801,2024-05-30,5,151,Barley
8.01,61.05435895,8.977406139,150.8551502,21.17037124,166.9947571,380.5029915,189.1766092,216.3509596,233.2654126,3170.491001,2025-09-25,9,268,Maize
7.14,111.5048984,16.257406,665.531151,25.92159723,133.8536584,95.55281135,116.1150036,120.8718925,120.5895388,3792.753758,2023-02-21,2,52,Wheat
5.1,76.77324123,28.80488012,702.08844,28.55047388,75.06426915,143.6288474,7.722722924,68.57472094,88.89948802,4061.900471,2025-03-01,3,60,Barley
7.14,188.7011277,56.60676501,424.8876704,32.64792513,188.2668786,401.3487027,276.6669954,257.4032784,261.0314375,3741.686282,2024-04-03,4,94,Wheat
5.06,195.6572759,55.46172137,390.1432269,29.22891372,182.0392248,0.7141715396,74.16182212,113.4109934,116.8539686,3686.733149,2025-07-19,7,200,Wheat
5.16,75.12565174,46.10944236,155.3305897,14.40727152,164.2942506,229.8163772,158.2369391,175.5814824,183.3451574,3280.366405,2023-12-03,12,337,Maize
8.15,27.13138856,40.87233428,424.9596195,21.54832379,156.0096174,274.705916,7.02988661,135.0549579,176.7205339,3637.288988,2023-09-06,9,249,Rice
6.05,184.2254022,5.64386359,607.3690154,21.19174195,120.6490845,32.44963977,211.3480909,130.2188975,103.2591517,4189.860562,2023-04-22,4,112,Barley
7.96,23.28186488,33.0737869,621.8817351,24.51363825,141.5241171,399.5410729,33.85744341,160.8275062,208.1625365,3668.007249,2023-10-31,10,304,Barley
8.45,36.90212884,34.79376468,569.3742264,28.61245521,43.51758799,10.51845123,22.54288595,30.62535003,31.52037676,2679.965216,2025-08-20,8,232,Barley
7.85,107.4569167,49.24404642,317.2437624,28.2032218,105.741464,33.32991491,106.453717,91.47283008,84.08922456,2763.662158,2025-08-17,8,229,Barley
7.92,92.26897686,43.14899316,571.9058128,13.11481707,117.2470998,450.3800812,151.0710223,194.0208728,220.5693865,3640.380884,2024-08-20,8,233,Maize
6.2,162.9555196,25.40175545,893.2326127,20.99211817,49.09089251,307.7763116,282.1191102,170.7364416,149.99934,3859.099568,2024-06-21,6,173,Maize
5.99,167.2013594,54.17518664,326.6815208,19.64246989,42.15261989,251.5363001,251.7623859,146.9122857,125.9287006,3196.484322,2025-02-07,2,38,Rice
5.97,194.7904841,7.874183361,282.71931,28.52129369,143.8490401,49.61883246,237.798743,153.1879095,124.9749481,3371.151927,2023-02-19,2,50,Rice
4.56,61.12185344,38.20874991,168.9167042,20.79711279,17.39340405,269.0473321,282.6556363,147.3028593,119.4158057,2417.153189,2025-09-07,9,250,Rice
7.27,101.2496644,49.26987273,671.5517922,31.71175368,43.75434168,61.65924554,51.230478,49.57816335,49.87342647,3270.043789,2024-06-19,6,171,Maize
7.08,111.0534847,54.09070251,159.7688937,23.93376395,125.6060929,310.0006667,282.0539504,209.4193649,196.5692508,3418.329035,2024-05-09,5,130,Barley
5.9,135.0415888,22.26816946,805.1032728,15.58063275,136.2564221,134.1436002,199.1203082,154.6930236,141.9089641,4338.265676,2023-08-18,8,230,Rice
7.73,,54.16943405,263.9740404,13.79753703,140.1731394,272.4123378,57.38321131,141.7840007,171.5659062,3011.003793,2025-07-08,7,189,Maize
6.48,51.77504576,48.60699305,520.7223486,21.30673868,87.57997743,370.9976956,177.7448982,171.3129973,181.6217849,3100.877934,2024-01-19,1,19,Rice
7.81,,22.11696223,278.6474746,19.16279433,49.52632861,436.6805589,121.3558573,148.5060333,172.8555506,2906.117973,2024-02-09,2,40,Rice
7.73,179.9746544,49.19819445,239.5644296,17.86706843,63.60792234,26.01187751,272.2389529,118.6780225,73.19221195,3481.606532,2024-03-18,3,78,Rice
7.92,55.91764117,30.09300799,685.7599421,23.98922279,66.97565803,84.11828955,14.93430046,54.79177706,66.91431173,3451.434116,2024-10-29,10,303,Barley
6.65,135.9027656,22.69184943,196.3415616,30.89110649,,107.6345229,135.4916987,79.57078477,66.71517144,2918.923432,2023-05-10,5,130,Rice
6.67,152.7648143,48.24530097,237.1814195,14.05685184,7.342588697,396.9775424,180.2871585,137.1529504,141.5275318,2454.462033,2024-02-01,2,32,Rice
7.55,178.5567367,24.13677764,94.80444263,29.02301471,151.2902176,361.665152,138.5419445,189.5407225,213.1278706,3373.360324,2024-03-19,3,79,Barley
